First Year Degree Engineering - First Round - Closing Rank - Institute Wise (A.Y. 2024-25),,,,,,,
,,,,,,,
Inst_Name,Course_name,Alloted_Cat,Quota,Institute Type,First Rank,Last Rank,
DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE SURAT,CIVIL ENGINEERING,EWS,JEE-Based,Govt/GIA,912830.00,912830.00,
DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE SURAT,MECHANICAL ENGINEERING,ESM,JEE-Based,Govt/GIA,913410.00,913410.00,
DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE SURAT,ELECTRICAL ENGINEERING,ST,JEE-Based,Govt/GIA,915888.00,915888.00,
DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE SURAT,MECHANICAL ENGINEERING,ST,JEE-Based,Govt/GIA,921160.00,921160.00,
DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE SURAT,ELECTRICAL ENGINEERING,SC,JEE-Based,Govt/GIA,922271.00,922271.00,
DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE SURAT,ENVIRONMENTAL ENGINEERING,SEBC,JEE-Based,Govt/GIA,926679.00,926679.00,
DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE SURAT,ELECTRONICS & COMMUNICATION ENGINEERING,ST,JEE-Based,Govt/GIA,928122.00,928122.00,
DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE SURAT,ENVIRONMENTAL ENGINEERING,ST,JEE-Based,Govt/GIA,930472.00,930472.00,
"DR. SUBHASH UNIVERSITY, SCHOOL OF ENGINEERING & TECHNOLOGY, JUNAGADH",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,9660.00,31681.00,
"DR. SUBHASH UNIVERSITY, SCHOOL OF ENGINEERING & TECHNOLOGY, JUNAGADH",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,11538.00,36321.00,
"DR. SUBHASH UNIVERSITY, SCHOOL OF ENGINEERING & TECHNOLOGY, JUNAGADH",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,25717.00,25717.00,
"DR. V.R. GODHANIA COLLEGE OF ENGG. & TECH., PORBANDAR",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,21615.00,29241.00,
"ENGGINERING COLLEGE, TUWA, GODHARA",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,20960.00,38820.00,
"ENGGINERING COLLEGE, TUWA, GODHARA",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,27857.00,27857.00,
"ENGGINERING COLLEGE, TUWA, GODHARA",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,30114.00,30456.00,
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,2991.00,5598.00,
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,4700.00,13069.00,
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,SEBC,GUJCET-Based,Self-Finance,13739.00,30083.00,
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,EWS,GUJCET-Based,Self-Finance,14357.00,17334.00,
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,SC,GUJCET-Based,Self-Finance,15242.00,26576.00,
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,ESM,GUJCET-Based,Self-Finance,35919.00,35919.00,
"FACULTY OF ENGINEERING & TECHNOLOGY- SIGMA UNIVERSITY, BAKROL, VADODARA",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,6580.00,35687.00,
"FACULTY OF ENGINEERING & TECHNOLOGY- SIGMA UNIVERSITY, BAKROL, VADODARA",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GEN,GUJCET-Based,Self-Finance,12793.00,38839.00,
"FACULTY OF ENGINEERING & TECHNOLOGY- SIGMA UNIVERSITY, BAKROL, VADODARA",CYBER SECURITY,GEN,GUJCET-Based,Self-Finance,21783.00,37911.00,
"FACULTY OF ENGINEERING & TECHNOLOGY- SIGMA UNIVERSITY, BAKROL, VADODARA",COMPUTER SCIENCE & ENGINEERING,EWS,GUJCET-Based,Self-Finance,36150.00,36150.00,
"FACULTY OF ENGINEERING & TECHNOLOGY- SIGMA UNIVERSITY, BAKROL, VADODARA",COMPUTER SCIENCE & ENGINEERING,SEBC,GUJCET-Based,Self-Finance,37482.00,37988.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU) (SFI), VADODARA",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,598.00,1671.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU) (SFI), VADODARA",COMPUTER SCIENCE & ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,750.00,834.50,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU) (SFI), VADODARA",COMPUTER SCIENCE & ENGINEERING,EWS,GUJCET-Based,Self-Finance,1676.00,1788.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU) (SFI), VADODARA",COMPUTER SCIENCE & ENGINEERING,SEBC,GUJCET-Based,Self-Finance,1850.00,2618.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU) (SFI), VADODARA",COMPUTER SCIENCE & ENGINEERING,SC,GUJCET-Based,Self-Finance,3479.00,6444.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU) (SFI), VADODARA",COMPUTER SCIENCE & ENGINEERING,ST,GUJCET-Based,Self-Finance,5180.00,27346.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU) (SFI), VADODARA",COMPUTER SCIENCE & ENGINEERING,ESM,GUJCET-Based,Self-Finance,8055.00,8055.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Govt/GIA,73.00,761.50,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,176.00,394.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CHEMICAL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,222.00,2964.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,458.00,5064.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,732.00,5403.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGINEERING,EWS,GUJCET-Based,Govt/GIA,763.00,848.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,937.00,1467.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,963.00,6848.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRONICS ENGINEERING,GEN,GUJCET-Based,Govt/GIA,1099.00,3148.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",MECHANICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,1261.00,2999.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CHEMICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,1474.00,1958.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRONICS ENGINEERING-TFWS,TFWs,GUJCET-Based,Govt/GIA,1543.00,2033.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGINEERING,ESM,GUJCET-Based,Govt/GIA,1874.00,1874.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,1991.00,6607.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGINEERING,SC,GUJCET-Based,Govt/GIA,2361.00,3339.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,2405.00,13173.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRONICS ENGINEERING,EWS,GUJCET-Based,Govt/GIA,3238.00,4062.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CHEMICAL ENGINEERING,EWS,GUJCET-Based,Govt/GIA,3303.00,4104.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CHEMICAL ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,3517.00,4890.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGINEERING,ST,GUJCET-Based,Govt/GIA,3533.00,12257.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRONICS ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,4016.00,6430.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",METALLURGICAL AND MATERIALS ENGINEERING,GEN,GUJCET-Based,Govt/GIA,5248.00,21625.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",MECHANICAL ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,6638.00,10110.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CHEMICAL ENGINEERING,SC,GUJCET-Based,Govt/GIA,6665.00,8137.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",MECHANICAL ENGINEERING,EWS,GUJCET-Based,Govt/GIA,6724.00,8104.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGINEERING,GEN-PH,GUJCET-Based,Govt/GIA,6815.00,22096.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING,EWS,GUJCET-Based,Govt/GIA,7416.00,8784.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,7497.00,12153.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",TEXTILE TECHNOLOGY,GEN,GUJCET-Based,Govt/GIA,7729.00,38716.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CHEMICAL ENGINEERING,ST,GUJCET-Based,Govt/GIA,7914.00,20375.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",MECHANICAL ENGINEERING,SC,GUJCET-Based,Govt/GIA,9115.00,15258.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRONICS ENGINEERING,SC,GUJCET-Based,Govt/GIA,9309.00,13103.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING,SC,GUJCET-Based,Govt/GIA,9316.00,14467.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",TEXTILE ENGINEERING,GEN,GUJCET-Based,Govt/GIA,10582.00,33644.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",MECHANICAL ENGINEERING,ESM,GUJCET-Based,Govt/GIA,10822.00,10822.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",METALLURGICAL AND MATERIALS ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,11420.00,13615.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CHEMICAL ENGINEERING,GEN-PH,GUJCET-Based,Govt/GIA,13093.00,13093.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,EWS,GUJCET-Based,Govt/GIA,13391.00,16847.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,13764.00,20293.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,ST,GUJCET-Based,Govt/GIA,14299.00,28774.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,SC,GUJCET-Based,Govt/GIA,14530.00,27181.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRONICS ENGINEERING,ESM,GUJCET-Based,Govt/GIA,14568.50,14568.50,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL IRRIGATION WATER MANAGEMENT,GEN,GUJCET-Based,Govt/GIA,14663.00,37978.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING,ST,GUJCET-Based,Govt/GIA,15192.00,34959.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CHEMICAL ENGINEERING,ESM,GUJCET-Based,Govt/GIA,17341.00,17341.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,ESM,GUJCET-Based,Govt/GIA,19836.00,19836.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",MECHANICAL ENGINEERING,ST,GUJCET-Based,Govt/GIA,19906.00,38269.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRONICS ENGINEERING,ST,GUJCET-Based,Govt/GIA,21360.00,21360.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",METALLURGICAL AND MATERIALS ENGINEERING,EWS,GUJCET-Based,Govt/GIA,22027.00,32286.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",METALLURGICAL AND MATERIALS ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,22878.00,38755.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGINEERING,ST-PH,GUJCET-Based,Govt/GIA,24046.00,24046.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",METALLURGICAL AND MATERIALS ENGINEERING,SC,GUJCET-Based,Govt/GIA,25770.00,33802.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",TEXTILE ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,33966.00,37145.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",TEXTILE PROCESSING,GEN,GUJCET-Based,Govt/GIA,34036.00,34036.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",TEXTILE ENGINEERING,EWS,GUJCET-Based,Govt/GIA,34849.00,38713.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGINEERING,GEN,JEE-Based,Govt/GIA,900002.00,900002.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGINEERING,EWS,JEE-Based,Govt/GIA,900058.00,900058.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRONICS ENGINEERING,GEN,JEE-Based,Govt/GIA,900101.00,900101.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGINEERING,SEBC,JEE-Based,Govt/GIA,900195.00,900195.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CHEMICAL ENGINEERING,GEN,JEE-Based,Govt/GIA,900196.00,900196.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",MECHANICAL ENGINEERING,GEN,JEE-Based,Govt/GIA,900354.00,900376.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING - TFWS,TFWs,JEE-Based,Govt/GIA,901050.00,901050.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRONICS ENGINEERING,SEBC,JEE-Based,Govt/GIA,901069.00,901069.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,GEN,JEE-Based,Govt/GIA,901511.00,902242.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",MECHANICAL ENGINEERING,EWS,JEE-Based,Govt/GIA,901905.00,901905.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",TEXTILE ENGINEERING,GEN,JEE-Based,Govt/GIA,902093.00,902093.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",MECHANICAL ENGINEERING,SEBC,JEE-Based,Govt/GIA,902185.00,902185.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING,GEN-PH,JEE-Based,Govt/GIA,902600.00,902600.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING,SEBC,JEE-Based,Govt/GIA,902700.00,902700.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CHEMICAL ENGINEERING,SEBC,JEE-Based,Govt/GIA,902967.00,902967.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",METALLURGICAL AND MATERIALS ENGINEERING,GEN,JEE-Based,Govt/GIA,903061.00,903061.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGINEERING,ST,JEE-Based,Govt/GIA,903733.00,903733.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING - TFWS,TFWs,JEE-Based,Govt/GIA,903764.00,903764.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL IRRIGATION WATER MANAGEMENT,GEN,JEE-Based,Govt/GIA,904192.00,918687.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",MECHANICAL ENGINEERING,SC,JEE-Based,Govt/GIA,904244.00,904244.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",TEXTILE TECHNOLOGY,GEN,JEE-Based,Govt/GIA,905064.00,931185.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,SEBC,JEE-Based,Govt/GIA,905429.00,907138.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,ST,JEE-Based,Govt/GIA,905729.00,905729.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,SC,JEE-Based,Govt/GIA,907131.00,907131.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING,ESM,JEE-Based,Govt/GIA,909395.00,909395.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",TEXTILE PROCESSING,GEN,JEE-Based,Govt/GIA,909517.00,929319.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",TEXTILE ENGINEERING,EWS,JEE-Based,Govt/GIA,911926.00,911926.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING,ST,JEE-Based,Govt/GIA,914399.00,914399.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL IRRIGATION WATER MANAGEMENT,SEBC,JEE-Based,Govt/GIA,921064.00,921064.00,
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",METALLURGICAL AND MATERIALS ENGINEERING,ST,JEE-Based,Govt/GIA,928025.00,928025.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",COMPUTER ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,85.00,118.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",COMPUTER ENGINEERING,GEN,GUJCET-Based,Govt/GIA,106.00,282.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,GUJCET-Based,Govt/GIA,268.00,1639.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CHEMICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,278.00,1169.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",COMPUTER ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,284.00,484.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",COMPUTER ENGINEERING,EWS,GUJCET-Based,Govt/GIA,289.00,302.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CHEMICAL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,419.00,4444.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",ELECTRONICS & COMMUNICATION ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,562.00,689.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",COMPUTER ENGINEERING,SC,GUJCET-Based,Govt/GIA,643.00,2312.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",ELECTRONICS & COMMUNICATION ENGINEERING,EWS,GUJCET-Based,Govt/GIA,1648.00,1840.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",ELECTRONICS & COMMUNICATION ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,1675.00,3274.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",INSTRUMENTATION & CONTROL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,1946.00,2472.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",COMPUTER ENGINEERING,GEN-PH,GUJCET-Based,Govt/GIA,2157.00,2157.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",COMPUTER ENGINEERING,ESM,GUJCET-Based,Govt/GIA,2174.00,2174.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",COMPUTER ENGINEERING,ST,GUJCET-Based,Govt/GIA,2383.00,12361.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",INSTRUMENTATION & CONTROL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,2709.00,7982.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CIVIL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,4333.00,8640.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CHEMICAL ENGINEERING,EWS,GUJCET-Based,Govt/GIA,4494.00,5361.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CHEMICAL ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,5114.00,8222.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CIVIL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,5709.00,15479.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",ELECTRONICS & COMMUNICATION ENGINEERING,SC,GUJCET-Based,Govt/GIA,6598.00,8999.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CHEMICAL ENGINEERING,SC,GUJCET-Based,Govt/GIA,7287.00,14956.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",INSTRUMENTATION & CONTROL ENGINEERING,EWS,GUJCET-Based,Govt/GIA,8608.00,9821.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",INSTRUMENTATION & CONTROL ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,8925.00,15465.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",ELECTRONICS & COMMUNICATION ENGINEERING,ESM,GUJCET-Based,Govt/GIA,11373.00,11373.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",INSTRUMENTATION & CONTROL ENGINEERING,SC,GUJCET-Based,Govt/GIA,15667.00,32250.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CIVIL ENGINEERING,EWS,GUJCET-Based,Govt/GIA,15704.00,17994.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CIVIL ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,16032.00,20874.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CIVIL ENGINEERING,ESM,GUJCET-Based,Govt/GIA,21128.00,21128.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CIVIL ENGINEERING,ST,GUJCET-Based,Govt/GIA,22930.00,30399.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CHEMICAL ENGINEERING,ST,GUJCET-Based,Govt/GIA,24539.00,36210.00,
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH DESAI UNIVERSITY, (DDU), NADIAD",CIVIL ENGINEERING,SC,GUJCET-Based,Govt/GIA,26401.00,33146.00,
